,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
0,Skin,2018,R,26 Jul 2019,118 min,"Biography, Crime, Drama",Guy Nattiv,Guy Nattiv,"Jamie Bell, Danielle Macdonald, Daniel Henshall, Bill Camp","A destitute young man, raised by racist skinheads and notorious among white supremacists, turns his back on hatred and violence to transform his life, with the help of a black activist and the woman he loves.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNmFiZjA2ZDEtMTk5NC00MTZkLTgxYTEtMjFmOGI4OTVmNmEwXkEyXkFqcGdeQXVyODQyNzE3MDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.4,"12,105",tt6043142,movie,N/A,N/A,N/A,N/A,True,
0,Babylon,2014,N/A,09 Feb 2014,95 min,Drama,N/A,N/A,"Nick Blood, Andrew Brooke, Bertie Carvel, Cavan Clerkin",A look at the people in charge and on the front lines of a contemporary police force.,English,UK,1 nomination.,https://m.media-amazon.com/images/M/MV5BZDE1MDNkMjAtMTRhOC00Y2I1LTg0OGMtY2FhMjM4ZTczMGUzXkEyXkFqcGdeQXVyMzcwNDQ3NjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,"1,987",tt3138900,series,,,,,True,1
0,The Whistlers,2019,N/A,28 Feb 2020,97 min,"Comedy, Crime",Corneliu Porumboiu,Corneliu Porumboiu,"Vlad Ivanov, Catrinel Marlon, Rodica Lazar, Agustí Villaronga","A policeman intent on freeing a crooked businessman from a prison on Gomera, an island in the Canaries. However, he must first learn the difficult local dialect, a language which includes hissing and spitting.","Romanian, English, Spanish","Romania, France, Germany, Sweden",N/A,https://m.media-amazon.com/images/M/MV5BNWUxNjkwNWYtMDM0NS00NjEyLTliMDgtMTUzMWM1NmU2ZDMxXkEyXkFqcGdeQXVyNTM2NTg3Nzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,6.7,729,tt7921248,movie,N/A,N/A,N/A,N/A,True,
0,Little Joe,2019,N/A,06 Dec 2019,105 min,"Drama, Sci-Fi",Jessica Hausner,"Géraldine Bajard, Jessica Hausner","Emily Beecham, Ben Whishaw, Kerry Fox, Kit Connor","Alice, a single mother, is a dedicated senior plant breeder at a corporation engaged in developing new species. Against company policy, she takes one home as a gift for her teenage son, Joe.",English,"Austria, UK, Germany",N/A,https://m.media-amazon.com/images/M/MV5BODBlOGExYTUtNGIzZi00NjllLTkwYjEtMmVlZDg3MWIzZWZhXkEyXkFqcGdeQXVyNTYyNTY4ODQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.0,538,tt9204204,movie,N/A,N/A,Magnolia Pictures,N/A,True,
0,The Brink,2015,TV-MA,21 Jun 2015,30 min,Comedy,N/A,"Kim Benabib, Roberto Benabib","Jack Black, Tim Robbins, Pablo Schreiber, Aasif Mandvi",Top U.S. government and military scramble to prevent World War 3 from happening amidst the chaos of a geopolitical crisis.,English,USA,1 win.,https://m.media-amazon.com/images/M/MV5BMjQwODkwMjgwMV5BMl5BanBnXkFtZTgwNTA0NjY3NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"12,464",tt3216586,series,,,,,True,2
0,Cold Case Hammarskjöld,2019,Not Rated,16 Aug 2019,128 min,Documentary,Mads Brügger,Mads Brügger,"Mads Brügger, Göran Björkdahl, Dag Hammarskjöld, Neddy Banda","Danish director Mads Brügger and Swedish private investigator Göran Björkdahl are trying to solve the mysterious death of Dag Hammarskjöld. As their investigation closes in, they discover a...","English, French, Swedish, Bemba, Danish","Denmark, Norway, Sweden, Belgium",N/A,https://m.media-amazon.com/images/M/MV5BODQxODMwM2QtMmNhMi00M2I1LWJlZjgtNDUwYzNkNTI1MzJmXkEyXkFqcGdeQXVyMjMyNTg3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.8,887,tt9352780,movie,N/A,N/A,Magnolia Pictures,N/A,True,
0,Hotel by the River,2018,N/A,15 Feb 2019,96 min,Drama,Sang-soo Hong,Sang-soo Hong,"Ju-bong Gi, Min-hee Kim, Hae-hyo Kwon, Seon-mi Song",It is the dead of winter and a poet invites his sons to join him at a hotel for a reunion. The hotel also hosts a newly single woman who has a friend keep her company and with whom she ...,Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BODM1NzlhNTYtZDQxZi00MmVhLTlmNTMtYjA2ZTg4YTRiZjAwXkEyXkFqcGdeQXVyMTg5MDEyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,6.8,341,tt8725958,movie,N/A,N/A,Cinema Guild,N/A,True,
0,Varda by Agnès,2019–,N/A,20 Nov 2019,115 min,"Documentary, Biography",Agnès Varda,Agnès Varda,Agnès Varda,"Agnès Varda, photographer, installation artist and pioneer of the Nouvelle Vague, is an institution of French cinema. Taking a seat on a theatre stage, she uses photos and film excerpts to provide an insight into her unorthodox oeuvre.","French, English",France,N/A,https://m.media-amazon.com/images/M/MV5BOWI1MjE5OTEtZmNkMC00ZTlkLWI0YWUtMjM3YTQxZjk0NjQ0XkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",N/A,7.7,711,tt9530198,series,,,,,True,N/A
0,Heavy Water,2015,Not Rated,13 Jun 2019,84 min,Documentary,Michael Oblowitz,Michael Oblowitz,"Woody Brown, Peter Cole, LeRoy Dennis, Darrick Doerner",Follow big wave surfer Nathan Fletcher through the evolution of surfing and his relationship with big waves.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjgyYTYwYjAtYzhiYS00YTMyLTg4YTItODQzYmZlZTVmMDk5XkEyXkFqcGdeQXVyNjMzMTE2MDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,16,tt5131516,movie,N/A,N/A,N/A,N/A,True,
0,Charlie Says,2018,R,17 May 2019,110 min,"Biography, Crime, Drama",Mary Harron,"Guinevere Turner, Ed Sanders (based on the book ""The Family"" by), Karlene Faith (inspired by a book written by)","Hannah Murray, Matt Smith, Sosie Bacon, Marianne Rendón",The tragic tale of an all-American girl who was transformed into a cold-blooded killer in the summer of 1969.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTU4Njg0NzM1OF5BMl5BanBnXkFtZTgwNjMxOTE4NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,5.7,"1,153",tt1759744,movie,08 Aug 2019,N/A,IFC Films,N/A,True,
0,Prassthanam,2019,Not Rated,20 Sep 2019,141 min,"Action, Drama",Deva Katta,Jayesh Parmar (dialogue),"Sanjay Dutt, Jackie Shroff, Ali Fazal, Manisha Koirala",A rural politician marries a widow with kids and gains a respectable position and trusts his stepson more than his own in political matters; thus upsetting his son beyond limits.,Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMzkzNjI1ZDYtMGRmNi00ZWE3LTlkNDktNGQwZGIxYWM4Mzk4XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,257,tt8706884,movie,N/A,N/A,N/A,N/A,True,
0,Saint Judy,2018,PG-13,01 Mar 2019,106 min,"Biography, Drama",Sean Hanish,Dmitry Portnoy,"Michelle Monaghan, Leem Lubany, Common, Alfred Molina","The story of immigration attorney Judy Wood, and how she initiated the change in U.S. law of asylum to save women's lives.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZjU5NmMwZmQtZWM3Yy00YzY1LTk5MmQtZDc1ZWI3YmUwMTM1XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,5.3,335,tt5431284,movie,N/A,N/A,N/A,N/A,True,
0,Papi Chulo,2018,R,07 Jun 2019,98 min,"Comedy, Drama",John Butler,John Butler,"Matt Bomer, Alejandro Patiño, Elena Campbell-Martinez, Wendi McLendon-Covey",A lonely TV weatherman strikes up an unusual friendship with a middle-aged Latino migrant worker.,English,"Ireland, UK",N/A,https://m.media-amazon.com/images/M/MV5BNDAxOGVjYzctNDM1Yy00MGVjLThjMDEtYjEwZWQ1YjZmNzNhXkEyXkFqcGdeQXVyNzc0MTgzMzU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.3,525,tt8228538,movie,N/A,N/A,Blue Fox Entertainment,N/A,True,
0,Mapplethorpe,2018,N/A,22 Apr 2018,102 min,"Biography, Drama",Ondi Timoner,"Ondi Timoner (screenplay by), Mikko Alanne (screenplay by), Bruce Goodrich (based on a screenplay by)","Matt Smith, John Benjamin Hickey, Mark Moses, Hari Nef",A look at the life of photographer Robert Mapplethorpe from his rise to fame in the 1970s to his untimely death in 1989.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTYyNjM5MzkyNV5BMl5BanBnXkFtZTgwNzY3Nzg3NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.1,507,tt1389098,movie,24 May 2019,N/A,Samuel Goldwyn Films,N/A,True,
0,Loopers: The Caddie's Long Walk,2019,PG,07 Jun 2019,80 min,"Documentary, Sport",Jason Baffa,Carl Cramer,"Ben Crenshaw, Nick Faldo, Bill Murray, Curtis Strange",Filmmaker Jason Baffa examines the personal bonds and dynamic relationships that form between golfers and caddies.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BOWQ0NTY3MjQtNjVjZi00YjU4LTgxYjItODlhYzJiODM5ODE1XkEyXkFqcGdeQXVyMTQ5MDQ5NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,7.7,46,tt6087434,movie,N/A,N/A,N/A,N/A,True,
0,The Lumber Baron,2019,R,24 May 2019,120 min,"Drama, History, Mystery",Barry Andersson,Karen R. Hurd,"Joseph Bezenek, Christina Baldwin, Anna Stranz, Scout Taylor-Compton","At the turn of the century lumber was a booming industry in a savage land. Upon the unexpected death of his father, Daniel Rimsdale returns home to try to salvage the floundering family ...",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNjIxMzE1M2YtOTNjMi00MjdmLWE2NWQtYmQxNzIwYTRkYWVkXkEyXkFqcGdeQXVyMTQ2OTU2OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,41,tt6977218,movie,N/A,N/A,Indican Pictures,N/A,True,
0,ECCO,2019,R,09 Aug 2019,123 min,"Crime, Drama, Thriller",Ben Medina,"Ben Medina (screenplay by), Ben Medina (story by), Lathrop Walker (story by)","Lathrop Walker, Tabitha Bastien, Helena Grace Donald, Michael Winters",A former assassin living a new life in the shadows with his family emerges from hiding to discover the origin of his lethal beginnings.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMGY4YWE1MDAtZWVhNi00MGExLWEwOTctYWRmYTcxZmM2Yjc1XkEyXkFqcGdeQXVyNDM0MTU0MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.0,137,tt10443252,movie,N/A,N/A,Citadel Film Group,N/A,True,
0,Vault,2019,R,20 Jun 2019,99 min,"Crime, Drama, Thriller",Tom DeNucci,"Tom DeNucci, B. Dolan","Theo Rossi, Clive Standen, Samira Wiley, Chazz Palminteri","Vault tells a story about a group of small time criminals in 1975 who attempt to pull off the biggest heist in American history: stealing over $30 million from the Mafia in the smallest state in the union, Rhode Island.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzcwMzE4OTMtMWRiNi00NzI0LWExNWYtOGI4M2EzMmQ2ZjljXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}]",N/A,5.4,923,tt6838918,movie,14 Jun 2019,N/A,Lionsgate,N/A,True,
0,Cyrano de Bergerac,1990,PG,01 Dec 1990,137 min,"Comedy, Drama, History, Romance",Jean-Paul Rappeneau,"Edmond Rostand (play), Jean-Paul Rappeneau (adaptation), Jean-Claude Carrière (adaptation)","Gérard Depardieu, Anne Brochet, Vincent Perez, Jacques Weber","Embarrassed by his large nose, a romantic poet/soldier romances his cousin by proxy.",French,France,Won 1 Oscar. Another 30 wins & 28 nominations.,https://m.media-amazon.com/images/M/MV5BMTk1MTI5ODc3Nl5BMl5BanBnXkFtZTcwNjkyNDYyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.5,"21,060",tt0099334,movie,10 Feb 2004,N/A,Orion Home Video,N/A,True,
0,Skid Row Marathon,2017,N/A,09 May 2018,85 min,Documentary,Mark Hayes,Mark Hayes,N/A,"A criminal court judge starts a running club on L.A.'s skid row, where he trains a motley group of homeless people to run international marathons.",English,"USA, Ghana, Italy",5 wins.,https://m.media-amazon.com/images/M/MV5BMjAzOWZkM2QtODFiZi00OGZkLTllMWYtZjMzYzI5MjM0MGFlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjA0NTE4OTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,45,tt6076810,movie,N/A,N/A,N/A,N/A,True,
0,Woodstock,1970,R,26 Mar 1970,184 min,"Documentary, History, Music",Michael Wadleigh,N/A,"Richie Havens, Joan Baez, The Who, Sha-Na-Na",The film chronicle of the legendary 1969 music festival.,English,USA,Won 1 Oscar. Another 1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZjBiMDMzYzktOGMzOC00NzczLWE3YmYtZTgwNGIwZDRkYTE4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",N/A,8.2,"15,068",tt0066580,movie,25 Sep 1997,N/A,WARNER BROTHERS PICTURES,N/A,True,
0,The Final Wish,2018,N/A,24 Jan 2019,95 min,Horror,Timothy Woodward Jr.,"Jeffrey Reddick (screenplay), William Halfon (screenplay), Jonathan Doyle (screenplay), Jeffrey Reddick (story)","Lin Shaye, Michael Welch, Melissa Bolona, Spencer Locke","After the death of his father, Aaron returns home to help his grief-stricken mother and to confront his past. Going through his dad's belongings, he comes across a mysterious item that is more than it seems.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZTBhZGViMDYtNjBmMC00MDc3LWEwOTItMzhkZWRlNTE0NTUyXkEyXkFqcGdeQXVyMjUxOTAxNzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",N/A,4.2,"2,216",tt9109306,movie,08 Feb 2019,N/A,Cinedigm,N/A,True,
0,Prey,2007,TV-MA,12 Apr 2007,92 min,"Adventure, Drama, Horror, Thriller",Darrell Roodt,"Darrell Roodt (screenplay), Beau Bauman (screenplay), Jeff Wadlow (screenplay)","Bridget Moynahan, Peter Weller, Carly Schroeder, Jamie Bartlett",An American family on holiday in Africa becomes lost in a game reserve and stalked by lions.,English,"USA, South Africa",N/A,https://m.media-amazon.com/images/M/MV5BZDQ1ZDFjNDgtMmY3MC00ZDY2LTk4ZTQtNTdkZDcyNGVhOTU1XkEyXkFqcGdeQXVyNDgyODgxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}]",N/A,4.7,"7,393",tt0468536,movie,N/A,N/A,N/A,N/A,True,
0,Ms. Purple,2019,N/A,06 Sep 2019,87 min,Drama,Justin Chon,"Justin Chon, Chris Dinh","Jake Choi, Mark Krenik, Alma Martinez, Alfredo Tavares",A young woman who works as a karaoke hostess in Koreatown reconnects with her estranged brother in the final days of their father's life.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzNkNjE0NzQtNTViZC00MmEwLThlOWYtNDhiZDMxZDhiYWMzXkEyXkFqcGdeQXVyMjQ0NzcxNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,6.9,151,tt7983890,movie,N/A,N/A,Oscilloscope Laboratories,N/A,True,
0,Armstrong,2019,N/A,12 Jul 2019,100 min,"Documentary, Biography",David Fairhead,Mark Armstrong (song),"Harrison Ford, Neil Armstrong, Mark Armstrong, Michael Collins","Dramatic, moving and deeply human, ARMSTRONG offers the definitive life story of Neil Armstrong: from his childhood in Ohio to his first steps on the Moon, and beyond.",N/A,"USA, UK",N/A,https://m.media-amazon.com/images/M/MV5BODUwZTQxNjYtZGFjYS00M2ZjLTljMmUtNmMyZjcwZWFhYWJkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.9,444,tt9395794,movie,12 Jul 2019,N/A,Gravitas Ventures,N/A,True,
0,Fast Color,2018,PG-13,19 Apr 2019,100 min,"Drama, Sci-Fi, Thriller",Julia Hart,"Julia Hart, Jordan Horowitz","Gugu Mbatha-Raw, David Strathairn, Lorraine Toussaint, Matthew Van Wettering","A woman is forced to go on the run when her superhuman abilities are discovered. Years after having abandoned her family, the only place she has left to hide is home.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BZjM0M2UxNWMtNzIzNi00NTZhLThiYTItNWFkNmVhNmE4YTlkXkEyXkFqcGdeQXVyMzAwMjMyMjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,5.8,"1,769",tt6418778,movie,16 Jul 2019,N/A,LD Entertainment,N/A,True,
0,"Love, Antosha",2019,R,02 Aug 2019,92 min,"Documentary, Biography, Music",Garret Price,N/A,"Anton Yelchin, J.J. Abrams, Sofia Boutella, Nicolas Cage",A portrait of the extraordinary life and career of actor Anton Yelchin.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMGFjZTc2NWUtMDI2Mi00NmZhLTllM2YtMTk4YjE3YWI5ZWNmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",78,8.3,153,tt9351746,movie,N/A,N/A,Lurker,N/A,True,
0,Christ Stopped at Eboli,1979,N/A,23 Feb 1979,150 min,Drama,Francesco Rosi,"Francesco Rosi (story), Tonino Guerra (story), Francesco Rosi (screenplay), Tonino Guerra (screenplay), Raffaele La Capria (screenplay), Carlo Levi (novel)","Gian Maria Volontè, Paolo Bonacelli, Alain Cuny, Lea Massari","In the fascist Italy of 1935, a painter trained as a doctor is exiled to a remote region near Eboli. Over time, he learns to appreciate the beauty and wisdom of the peasants, and to ...",Italian,"Italy, France",Won 1 BAFTA Film Award. Another 6 wins & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNDc1YzM5NjAtMDcxNS00ZmVjLWFhZWItYmQ2ZDA2NDJjN2VmXkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",N/A,7.8,"1,723",tt0079010,movie,23 Sep 2003,N/A,Rialto Pictures,N/A,True,
0,5B,2018,PG-13,14 Jun 2019,94 min,Documentary,"Paul Haggis, Dan Krauss",N/A,"Alison Moed Paolercio, Cliff Morrison, David Denmark, Mary Magee",Documentary about the staff and patients of San Francisco General Hospital's AIDS ward during the early years of the epidemic.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMWM4ZDFlZWQtZDllZS00ZWY1LWIyNzQtZjU5ODAzN2Y1ZWEyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.0,114,tt9403508,movie,N/A,N/A,N/A,N/A,True,
0,Greener Grass,2019,Unrated,18 Oct 2019,95 min,Comedy,"Jocelyn DeBoer, Dawn Luebbe","Jocelyn DeBoer (created by), Dawn Luebbe (created by)","Jocelyn DeBoer, Dawn Luebbe, Beck Bennett, Neil Casey",Suburban soccer moms find themselves constantly competing against each other in their personal lives as their kids settle their differences on the field.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMmUxNDUxYmMtZTFkZi00NTVlLWI0ZTQtZmRhYzYxNzIxMmYyXkEyXkFqcGdeQXVyODY3Nzc0OTk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.3,795,tt7422822,movie,18 Oct 2019,N/A,IFC Midnight,N/A,True,
0,Being Frank,2018,R,21 Jun 2019,109 min,Comedy,Miranda Bailey,Glen Lakin,"Anna Gunn, Samantha Mathis, Danielle Campbell, Jim Gaffigan",A normal father's family life is turned upside down when his son discovers his dad has another family.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMDFjNTVmZTctYmUwYi00N2VkLTg3ZDQtMTc2MGNjOTQ2OWY1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,5.8,577,tt6547044,movie,10 Sep 2019,N/A,The Film Arcade,N/A,True,
0,QT8: The First Eight,2019,TV-MA,21 Oct 2019,120 min,Documentary,Tara Wood,Tara Wood,"Robert Forster, Samuel L. Jackson, Jennifer Jason Leigh, Diane Kruger",A documentary that focuses on the first 21 years of Quentin Tarantino's career and includes interviews with his frequent collaborators.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzU4MDFmYmMtZTUwOC00YTFjLTg4NzUtMDA4ZGI0NDdhMzk0XkEyXkFqcGdeQXVyMjIwNzk2ODg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,16,tt4329810,movie,N/A,N/A,Wood Entertainment,N/A,True,
0,End of the Century,2003,Unrated,27 Nov 2004,110 min,"Documentary, Biography, Music","Jim Fields, Michael Gramaglia",N/A,"Rick Rubin, Tommy Ramone, Dee Dee Ramone, Johnny Ramone",The story of the punk rock band The Ramones.,English,USA,2 nominations.,https://m.media-amazon.com/images/M/MV5BMTIwMzAwNTc0OF5BMl5BanBnXkFtZTcwMjUxMjgyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,8.0,"3,356",tt0368711,movie,15 Mar 2005,N/A,Magnolia Pictures,N/A,True,
0,The Kingmaker,2003,N/A,N/A,N/A,Drama,Fred Amata,N/A,"Zulu Adigwe, Bukky Ajayi, Iyabo Amoke, Enebeli Elebuwa",N/A,English,Nigeria,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}]",N/A,5.1,8,tt0492995,movie,N/A,N/A,N/A,N/A,True,
0,The Mountain,2012,N/A,16 Nov 2012,90 min,"Adventure, Drama, Thriller, War",Alper Caglar,Alper Caglar,"Caglar Ertugrul, Ufuk Bayraktar, Firat Dogruloglu, Mesut Akusta","The heroic story of two soldiers trapped in an ambush, fighting for their lives.",Turkish,Turkey,N/A,https://m.media-amazon.com/images/M/MV5BMTc0MjMyMzI1OF5BMl5BanBnXkFtZTcwMzc2NjM4OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"17,996",tt2471640,movie,N/A,N/A,N/A,N/A,True,
0,Notebook,2019,Not Rated,29 Mar 2019,115 min,"Drama, Romance",Nitin Kakkar,"Darab Farooqui (adapted screenplay), Sharib Hashmi (dialogue), Payal Ashar (dialogue), Nithiwat Tharatorn (original screenplay: film - The Teacher's Diary), Sopana Chaowwiwatkul (original screenplay: film - The Teacher's Diary), Thodsapon Thiptinnakorn (original screenplay: film - The Teacher's Diary), Supalerk Ningsanond (original screenplay: film - The Teacher's Diary)","Zaheer Iqbal, Pranutan Bahl, Mir Mohammed Mehroos, Mir Mohammed Zayan","An ex-army officer, Kabir, becomes a teacher in Kashmir in a school that is in a miserable condition. Things take a turn when Kabir finds a notebook, left behind by the previous year's teacher Firdaus (Pranutan Bahl).",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BMTE2N2M3NjEtODhiNy00ZGIwLWI0NzUtYWViN2NhNjhiNjc1XkEyXkFqcGdeQXVyNjE1OTQ0NjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}]",N/A,6.8,"1,268",tt9105014,movie,N/A,N/A,Yash Raj Films,N/A,True,
0,Clinton Road,2019,N/A,14 Jun 2019,77 min,Horror,"Richard Grieco, Steve Stanulis","Noel Ashman (revisions by), Derek Ross Mackay (screenplay), Steve Stanulis (story)","Ace Young, Erin O'Brien, Cody Calafiore, Katie Morrison",A widowed firefighter seeks closure after his wife goes missing on an actual haunted road in rural New Jersey but must unlock the road's secret if he wants to get out alive.,English,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOTg2NGZhMzYtNmM4MC00N2Q2LWJkZDMtMjMxMDM3ZmRkNjVhXkEyXkFqcGdeQXVyOTE1MDc0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,319,tt1604560,movie,N/A,N/A,Nocturnal Features,N/A,True,
