,Unnamed: 0,Unnamed: 0.1,Title,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,index,level_0,totalSeasons,Worldwide,Domestic,% Domestic,Foreign,% Foreign
0,,,Uncle Drew,"Kyrie Irving, Lil Rel Howery, Shaquille O'Neal, Chris Webber",N/A,N/A,USA,11-Sep-18,Charles Stone III,"Comedy, Sport",English,57,An anti-ageist comedy about a man's dream to win the Rucker Classic street ball tournament in Harlem.,https://m.media-amazon.com/images/M/MV5BMTU2MzE0NzQ1Ml5BMl5BanBnXkFtZTgwNzIyNzczNTM@._V1_SX300.jpg,Lionsgate,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",29-Jun-18,TRUE,103 min,movie,N/A,Jay Longino,2018,tt7334528,5.7,"10,610",,,,,,,,
0,,,So Young 2: Never Gone,"Kris Wu, Yifei Liu, Kim Scar, Qin Li",N/A,"$90,863 ",China,N/A,Zhou Tuo Ru,"Drama, Romance",Chinese,N/A,"A wealthy young man pursues a young woman of modest means, but circumstances often separate them as the years pass.",https://m.media-amazon.com/images/M/MV5BZGRhOWEzZWEtMmI5Yy00Nzc3LThhMDItZjcyMjA5Y2MxY2I1XkEyXkFqcGdeQXVyMzI2NzE3MDc@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",15-Jul-16,TRUE,100 min,movie,N/A,"Yi Wu Xin, Tuo Ru Zhou",2016,tt5011290,5.2,632,,,,,,,,
0,,,The Happytime Murders,"Melissa McCarthy, Elizabeth Banks, Maya Rudolph, Leslie David Baker",N/A,N/A,"USA, China",4-Dec-18,Brian Henson,"Action, Comedy, Crime, Mystery, Thriller",English,27,"When the puppet cast of a '90s children's TV show begin to get murdered one by one, a disgraced LAPD detective-turned-private eye puppet takes on the case.",https://m.media-amazon.com/images/M/MV5BOTRjMTczMGItMmYxMi00ZThlLTg2ZjAtODgyZTNkN2VmMDlhXkEyXkFqcGdeQXVyNzQwNjY4NTg@._V1_SX300.jpg,STXfilms,R,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",24-Aug-18,TRUE,91 min,movie,N/A,"Todd Berger (screenplay by), Todd Berger (story by), Dee Austin Robertson (story by)",2018,tt1308728,5.4,"20,627",,,,,,,,
0,,,Bad Moms,"Mila Kunis, Kathryn Hahn, Kristen Bell, Christina Applegate",3 wins & 5 nominations.,"$113,217,955 ",USA,1-Nov-16,"Jon Lucas, Scott Moore",Comedy,English,60,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun and comedic self-indulgence.",https://m.media-amazon.com/images/M/MV5BMjIwNzE5MTgwNl5BMl5BanBnXkFtZTgwNjM4OTA0OTE@._V1_SX300.jpg,Block Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",29-Jul-16,TRUE,100 min,movie,N/A,"Jon Lucas, Scott Moore",2016,tt4651520,6.2,"104,583",,,,,,,,
0,,,Snowden,"Melissa Leo, Zachary Quinto, Joseph Gordon-Levitt, Jaymes Butler",3 wins & 7 nominations.,"$21,562,346 ","France, Germany, USA, UK",27-Dec-16,Oliver Stone,"Biography, Drama, Thriller","English, American Sign Language, Russian",58,"The NSA's illegal surveillance techniques are leaked to the public by one of the agency's employees, Edward Snowden, in the form of thousands of classified documents distributed to the press.",https://m.media-amazon.com/images/M/MV5BMTg2MzYzNzgzOF5BMl5BanBnXkFtZTgwOTg4NzQ4OTE@._V1_SX300.jpg,Open Road Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",16-Sep-16,TRUE,134 min,movie,N/A,"Kieran Fitzgerald (screenplay by), Oliver Stone (screenplay by), Luke Harding (book), Anatoly Kucherena (book)",2016,tt3774114,7.3,"123,483",,,,,,,,
0,,,Get Out,"Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford",Won 1 Oscar. Another 122 wins & 181 nominations.,"$175,428,355 ","USA, Japan",23-May-17,Jordan Peele,"Horror, Mystery, Thriller",English,84,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",https://m.media-amazon.com/images/M/MV5BMjUxMDQwNjcyNl5BMl5BanBnXkFtZTgwNzcwMzc0MTI@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",24-Feb-17,TRUE,104 min,movie,N/A,Jordan Peele,2017,tt5052448,7.7,"427,075",,,,,,,,
0,,,Finding Your Feet,"Imelda Staunton, Celia Imrie, Timothy Spall, Joanna Lumley",1 win.,N/A,UK,N/A,Richard Loncraine,"Comedy, Drama, Music, Romance","English, Italian, French, Welsh",53,"On the eve of retirement a middle class, judgmental snob discovers her husband has been having an affair with her best friend and is forced into exile with her bohemian sister who lives on an impoverished inner-city council estate.",https://m.media-amazon.com/images/M/MV5BMTk1MzE5MDMxOF5BMl5BanBnXkFtZTgwODg5NjY4NDM@._V1_SX300.jpg,N/A,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '53/100'}]",30-Mar-18,TRUE,111 min,movie,N/A,"Meg Leonard, Nick Moorcroft",2017,tt4538916,6.7,"4,387",,,,,,,,
0,,,Solo: A Star Wars Story,"Alden Ehrenreich, Joonas Suotamo, Woody Harrelson, Emilia Clarke",N/A,N/A,USA,14-Sep-18,Ron Howard,"Action, Adventure, Fantasy, Sci-Fi",English,62,"During an adventure into the criminal underworld, Han Solo meets his future co-pilot Chewbacca and encounters Lando Calrissian years before joining the Rebellion.",https://m.media-amazon.com/images/M/MV5BOTM2NTI3NTc3Nl5BMl5BanBnXkFtZTgwNzM1OTQyNTM@._V1_SX300.jpg,Walt Disney Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",25-May-18,TRUE,135 min,movie,N/A,"Jonathan Kasdan, Lawrence Kasdan, George Lucas (based on characters created by)",2018,tt3778644,6.9,"240,222",,,,,,,,
0,,,How to Be Single,"Dakota Johnson, Rebel Wilson, Leslie Mann, Damon Wayans Jr.",3 nominations.,N/A,USA,24-May-16,Christian Ditter,"Comedy, Drama, Romance",English,51,A group of young adults navigate love and relationships in New York City.,https://m.media-amazon.com/images/M/MV5BNzI4MDMwMzUwNF5BMl5BanBnXkFtZTgwMDgyNzkyNzE@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",12-Feb-16,TRUE,110 min,movie,N/A,"Abby Kohn (screenplay), Marc Silverstein (screenplay), Dana Fox (screenplay), Abby Kohn (screen story), Marc Silverstein (screen story), Liz Tuccillo (book)",2016,tt1292566,6.1,"76,059",,,,,,,,
0,,,Welcome to Marwen,"Steve Carell, Falk Hentschel, Matt O'Leary, Nikolai Witschl",N/A,N/A,"Japan, USA",9-Apr-19,Robert Zemeckis,"Biography, Comedy, Drama, Fantasy, Romance","English, German, French, Russian",40,A victim of a brutal attack finds a unique and beautiful therapeutic outlet to help him through his recovery process.,https://m.media-amazon.com/images/M/MV5BMjIxMjUwMjItMGIxYS00NTlmLTgxZTQtMzg2Yjc1ZWQ3YTYxXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",21-Dec-18,TRUE,116 min,movie,N/A,"Robert Zemeckis (screenplay by), Caroline Thompson (screenplay by)",2018,tt3289724,6.1,"12,918",,,,,,,,
0,,,Searching,"John Cho, Sara Sohn, Alex Jayne Go, Megan Liu",1 win & 1 nomination.,N/A,"Russia, USA",27-Nov-18,Aneesh Chaganty,"Drama, Mystery, Thriller",English,71,"After his 16-year-old daughter goes missing, a desperate father breaks into her laptop to look for clues to find her.",https://m.media-amazon.com/images/M/MV5BMjIwOTA3NDI3MF5BMl5BanBnXkFtZTgwNzIzMzA5NTM@._V1_SX300.jpg,Screen Gems,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",31-Aug-18,TRUE,102 min,movie,N/A,"Aneesh Chaganty, Sev Ohanian",2018,tt7668870,7.7,"113,246",,,,,,,,
0,,,Megan Leavey,"Kate Mara, Edie Falco, Alisa Harris, Nick Madrick",1 win.,"$13,401,068 ",USA,5-Sep-17,Gabriela Cowperthwaite,"Biography, Drama, War","English, Arabic",66,Based on the true life story of a young Marine corporal whose unique discipline and bond with her military combat dog saved many lives during their deployment in Iraq.,https://m.media-amazon.com/images/M/MV5BMTUxOTk2NTkxNF5BMl5BanBnXkFtZTgwOTUyOTM3MTI@._V1_SX300.jpg,Bleecker Street,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",9-Jun-17,TRUE,116 min,movie,N/A,"Pamela Gray, Annie Mumolo, Tim Lovestedt",2017,tt4899370,7.1,"19,667",,,,,,,,
0,,,Snatched,"Amy Schumer, Kim Caramele, Raven Goodwin, Katie Dippold",1 win & 2 nominations.,"$45,850,343 ",USA,8-Aug-17,Jonathan Levine,"Action, Adventure, Comedy","English, Spanish",45,"When her boyfriend dumps her before their exotic vacation, a young woman persuades her ultra-cautious mother to travel with her to paradise, with unexpected results.",https://m.media-amazon.com/images/M/MV5BZTI5NWY1YTQtODYxMi00M2VmLTgzNDQtMGM3NWU5YjViNDE5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",12-May-17,TRUE,90 min,movie,N/A,Katie Dippold,2017,tt2334871,4.5,"30,976",,,,,,,,
0,,,The Lost City of Z,"Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland",5 wins & 28 nominations.,"$8,554,554 ",USA,11-Jul-17,James Gray,"Biography, Drama, History","English, Portuguese, Tupi, Spanish, German",78,"A true-life drama, centering on British explorer Col. Percival Fawcett, who disappeared whilst searching for a mysterious city in the Amazon in the 1920s.",https://m.media-amazon.com/images/M/MV5BNjAyN2QxOTItOGQ0YS00NmQxLWIxMjEtMDdkZmY0NDU5OWUzXkEyXkFqcGdeQXVyMTk1MDM0OTc@._V1_SX300.jpg,Amazon Studios/Bleecker Street Media,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",21-Apr-17,TRUE,141 min,movie,N/A,"James Gray (written for the screen by), David Grann (based on the book by)",2016,tt1212428,6.6,"68,826",,,,,,,,
0,,,The Good Dinosaur,"Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla, Ryan Teeple",Nominated for 1 Golden Globe. Another 7 wins & 39 nominations.,"$123,087,120 ",USA,23-Feb-16,Peter Sohn,"Animation, Adventure, Comedy, Drama, Family, Fantasy",English,66,"In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.",https://m.media-amazon.com/images/M/MV5BMTc5MTg2NjQ4MV5BMl5BanBnXkFtZTgwNzcxOTY5NjE@._V1_SX300.jpg,Disney/Pixar,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",25-Nov-15,TRUE,93 min,movie,N/A,"Bob Peterson (original concept & development by), Peter Sohn (story by), Erik Benson (story by), Meg LeFauve (story by), Kelsey Mann (story by), Bob Peterson (story by), Meg LeFauve (screenplay by), Peter Hedges (additional screenplay material by), Adrian Molina (additional screenplay material by)",2015,tt1979388,6.7,"93,451",,,,,,,,
0,,,Mary Poppins Returns,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer",N/A,N/A,"USA, UK",N/A,Rob Marshall,"Comedy, Family, Fantasy, Musical",English,66,"Decades after her original visit, the magical nanny returns to help the Banks siblings and Michael's children through a difficult time in their lives.",https://m.media-amazon.com/images/M/MV5BMjQxNjE3NjYxN15BMl5BanBnXkFtZTgwMTk2NDQ3NjM@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",19-Dec-18,TRUE,130 min,movie,N/A,"P.L. Travers (based upon the ""Mary Poppins"" stories by), David Magee (screen story by), Rob Marshall (screen story by), John DeLuca (screen story by), David Magee (screenplay by)",2018,tt5028340,6.8,"62,850",,,,,,,,
0,,,Sanju,"Ranbir Kapoor, Paresh Rawal, Manisha Koirala, Vicky Kaushal",N/A,N/A,India,N/A,Rajkumar Hirani,"Biography, Drama","Hindi, English",N/A,"Sanju is a biopic of the controversial life of actor Sanjay Dutt: his film career, jail sentence and personal life.",https://m.media-amazon.com/images/M/MV5BMjI3NTM1NzMyNF5BMl5BanBnXkFtZTgwOTE4NTgzNTM@._V1_SX300.jpg,Rajkumar Hirani Films,TV-MA,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}]",29-Jun-18,TRUE,155 min,movie,N/A,"Abhiruchi Chand (assistant dialogue writer), Rajkumar Hirani, Abhijat Joshi",2018,tt6452574,7.8,"42,806",,,,,,,,
0,,,Mr. Donkey,"Suxi Ren, Li Da, Shuailiang Liu, Kuishan Pei",N/A,"$356,023 ",China,N/A,"Lu Liu, Shen Zhou",Comedy,Mandarin,N/A,"In an effort to draw more funding from the government, faculty members of a rural Chinese school try to pass off an uneducated laborer as a qualified teacher.",https://m.media-amazon.com/images/M/MV5BNGQ1MzcyYWItN2Q4NC00YTlmLTg3NGEtMWY0Mzk0NDFjYTNiXkEyXkFqcGdeQXVyMjExMzEyNTM@._V1_SX300.jpg,China Lion Film Distribution,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",28-Oct-16,TRUE,113 min,movie,N/A,"Lu Liu, Shen Zhou",2016,tt6167014,7.4,965,,,,,,,,
0,,,Bridget Jones's Baby,"Renée Zellweger, Gemma Jones, Jim Broadbent, Sally Phillips",2 wins & 3 nominations.,"$24,089,465 ","USA, France, China, UK",13-Dec-16,Sharon Maguire,"Comedy, Drama, Romance","English, Italian",59,"Bridget's focus on single life and her career is interrupted when she finds herself pregnant, but with one hitch ... she can only be fifty percent sure of the identity of her baby's father.",https://m.media-amazon.com/images/M/MV5BMjQyMTI0MjIyOV5BMl5BanBnXkFtZTgwMzEyMjQ1ODE@._V1_SX300.jpg,Working Title,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",16-Sep-16,TRUE,123 min,movie,N/A,"Helen Fielding (screenplay), Dan Mazer (screenplay), Emma Thompson (screenplay), Helen Fielding (based on the characters and story created by)",2016,tt1473832,6.5,"61,997",,,,,,,,
0,,,Mubarakan,"Anil Kapoor, Arjun Kapoor, Ileana D'Cruz, Athiya Shetty",1 win.,"$757,057 ",India,N/A,Anees Bazmee,"Comedy, Romance",Hindi,N/A,Join Karan and Charan in a very crazy yet chaotic marriage of the year.,https://m.media-amazon.com/images/M/MV5BZmE0YzJjZjgtMGQwMi00MGFmLTlmNDctOGQ0OWNiM2I3M2E1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,Cine1 Studios,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}]",28-Jul-17,TRUE,156 min,movie,N/A,"Rupinder Chahal (story), Rajesh Chawla (dialogue), Balwinder Singh Janjua (screenplay), Balwinder Singh Janjua (story)",2017,tt6272828,5.6,"3,104",,,,,,,,
0,,,Believer,"Seung-won Cha, Jin-woong Cho, Jun-yeol Ryu, Ga-ram Jung",N/A,N/A,South Korea,N/A,Hae-Young Lee,"Action, Crime",Korean,58,A police detective determined to catch the unseen boss of Asia's biggest drug cartel joins hands with a revenge-thirsty member of the gang.,https://m.media-amazon.com/images/M/MV5BZDk5MzAyZjgtYjExMi00OTlkLTkzMmQtNzAxOGIwMjhmMjU4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Well Go USA Entertainment,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",8-Jun-18,TRUE,123 min,movie,N/A,Jung Seo-Kyoung,2018,tt7095654,6.3,"1,130",,,,,,,,
0,,,Eddie the Eagle,"Tom Costello, Jo Hartley, Keith Allen, Dickon Tolson",2 wins & 8 nominations.,"$20,047,049 ","UK, Germany, USA",14-Jun-16,Dexter Fletcher,"Biography, Comedy, Drama, Sport","English, German, Norwegian",54,"The story of Eddie Edwards, the notoriously tenacious British underdog ski jumper who charmed the world at the 1988 Winter Olympics.",https://m.media-amazon.com/images/M/MV5BMTUxOTc5MTU1NF5BMl5BanBnXkFtZTgwODYyNTA1NzE@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",26-Feb-16,TRUE,106 min,movie,N/A,"Sean Macaulay (screenplay), Simon Kelton (screenplay), Simon Kelton (story)",2015,tt1083452,7.4,"78,176",,,,,,,,
0,,,The Birth of a Nation,"Henry B. Walthall, Lillian Gish, Mae Marsh, Miriam Cooper",2 wins.,N/A,USA,29-Jun-04,D.W. Griffith,"Drama, History, War",N/A,N/A,"The Stoneman family finds its friendship with the Camerons affected by the Civil War, both fighting in opposite armies. The development of the war in their lives plays through to Lincoln's assassination and the birth of the Ku Klux Klan.",https://m.media-amazon.com/images/M/MV5BYTM4ZDhiYTQtYzExNC00YjVlLTg2YWYtYTk3NTAzMzcwNTExXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Gravitas,TV-PG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}]",21-Mar-15,TRUE,195 min,movie,N/A,"Thomas Dixon Jr. (adapted from his novel: ""The Clansman: An Historical Romance of the Ku Klux Klan""), Thomas Dixon Jr. (play), Thomas Dixon Jr. (novel), D.W. Griffith, Frank E. Woods",1915,tt0004972,6.4,"20,862",,,,,,,,
0,,,Go Away Mr Tumour,"Baihe Bai, Daniel Wu, Zi-Xuan Zhang, Yuan Li",3 wins & 3 nominations.,"$284,404 ",China,N/A,Yan Han,"Comedy, Romance","Mandarin, Korean, English",N/A,An imaginative woman copes with a debilitating form of cancer by remaining optimistic and spending time with her friends.,https://m.media-amazon.com/images/M/MV5BMjI0MDE4MzMwOV5BMl5BanBnXkFtZTgwMjAzNTE1NjE@._V1_SX300.jpg,China Lion Film Distribution,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",14-Aug-15,TRUE,85 min,movie,N/A,"Yuan Yuan, Weizhong Zhang",2015,tt4819514,6.6,849,,,,,,,,
0,,,CHIPS,"Michael Peña, Dax Shepard, Vincent D'Onofrio, Rosa Salazar",1 win & 1 nomination.,"$18,591,819 ",USA,27-Jun-17,Dax Shepard,"Action, Comedy, Crime","English, Spanish",28,"A rookie officer is teamed with a hardened pro at the California Highway Patrol, though the newbie soon learns his partner is really an undercover Fed investigating a heist that may involve some crooked cops.",https://m.media-amazon.com/images/M/MV5BZTliN2IyMTctYTliOS00ZTJiLTkxN2YtNDg1YTJiZTA4MTVlL2ltYWdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",24-Mar-17,TRUE,100 min,movie,N/A,"Rick Rosner (based on the television series created by), Dax Shepard",2017,tt0493405,6,"38,565",,,,,,,,
0,,,The Nun,"Demián Bichir, Taissa Farmiga, Jonas Bloquet, Bonnie Aarons",N/A,N/A,USA,4-Dec-18,Corin Hardy,"Horror, Mystery, Thriller","English, French, Romanian, Latin",46,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,https://m.media-amazon.com/images/M/MV5BMjM3NzQ5NDcxOF5BMl5BanBnXkFtZTgwNzM4MTQ5NTM@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",7-Sep-18,TRUE,96 min,movie,N/A,"Gary Dauberman (screenplay by), James Wan (story by), Gary Dauberman (story by)",2018,tt5814060,5.3,"100,569",,,,,,,,
0,,,Race,"Stephan James, Jason Sudeikis, Eli Goree, Shanice Banton",6 wins & 6 nominations.,"$14,319,394 ","Canada, Germany, France",31-May-16,Stephen Hopkins,"Biography, Drama, Sport","English, German",56,"Jesse Owens' quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy.",https://m.media-amazon.com/images/M/MV5BMTQ3MDM1MDU2NF5BMl5BanBnXkFtZTgwMzM3OTIzNzE@._V1_SX300.jpg,Focus Features,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",19-Feb-16,TRUE,134 min,movie,N/A,"Joe Shrapnel, Anna Waterhouse",2016,tt3499096,7.1,"31,786",,,,,,,,
0,,,Capernaum,"Zain Al Rafeea, Yordanos Shiferaw, Boluwatife Treasure Bankole, Kawsar Al Haddad",N/A,N/A,"Lebanon, France, USA, Cyprus, Qatar",26-Mar-19,Nadine Labaki,Drama,"Arabic, Amharic",75,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.",https://m.media-amazon.com/images/M/MV5BMmExNzU2ZWMtYzUwYi00YmM2LTkxZTQtNmVhNjY0NTMyMWI2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Sony Pictures Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",20-Sep-18,TRUE,126 min,movie,N/A,"Nadine Labaki (screenplay), Jihad Hojeily (screenplay), Michelle Keserwany (screenplay), Georges Khabbaz (in collaboration with), Khaled Mouzanar (in collaboration with)",2018,tt8267604,8.4,"30,322",,,,,,,,
0,,,Hunter Killer,"Ethan Baird, Jacob Scipio, Dempsey Bovell, Corey Johnson",N/A,N/A,"UK, China, USA",15-Jan-19,Donovan Marsh,"Action, Thriller","English, Russian",43,"An untested American submarine captain teams with U.S. Navy Seals to rescue the Russian president, who has been kidnapped by a rogue general.",https://m.media-amazon.com/images/M/MV5BYjRkNzQ0NmYtZmQyMS00Yzk5LWEzZjQtYzhlOTRlMzVjMzA3XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,Summit Premiere,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",26-Oct-18,TRUE,122 min,movie,N/A,"Arne Schmidt (screenplay by), Jamie Moss (screenplay by), George Wallace (based on the novel ""Firing Point"" written by), Don Keith (based on the novel ""Firing Point"" written by)",2018,tt1846589,6.6,"40,728",,,,,,,,
0,,,Lights Out,"Teresa Palmer, Gabriel Bateman, Alexander DiPersia, Billy Burke",3 wins & 9 nominations.,"$67,235,683 ",USA,25-Oct-16,David F. Sandberg,"Drama, Horror, Mystery, Thriller",English,58,"Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",https://m.media-amazon.com/images/M/MV5BMTg1OTkxNDgyMV5BMl5BanBnXkFtZTgwMjEzNTc0ODE@._V1_SX300.jpg,RatPac-Dune Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",22-Jul-16,TRUE,81 min,movie,N/A,"Eric Heisserer (screenplay), David F. Sandberg (based on the short film by)",2016,tt4786282,6.3,"104,638",,,,,,,,
0,,,"Three Billboards Outside Ebbing, Missouri","Frances McDormand, Caleb Landry Jones, Kerry Condon, Sam Rockwell",Won 2 Oscars. Another 104 wins & 193 nominations.,"$52,000,189 ","UK, USA",27-Feb-18,Martin McDonagh,"Comedy, Crime, Drama",English,88,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,https://m.media-amazon.com/images/M/MV5BMjMxNzgwMDUyMl5BMl5BanBnXkFtZTgwMTQ0NTIyNDM@._V1_SX300.jpg,Fox Searchlight Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",1-Dec-17,TRUE,115 min,movie,N/A,Martin McDonagh,2017,tt5027774,8.2,"366,571",,,,,,,,
0,,,Furious,"Ilya Malakov, Aleksey Serebryakov, Aleksandr Ilin, Timofey Tribuntsev",N/A,N/A,Russia,N/A,"Dzhanik Fayziev, Ivan Shurkhovetskiy","Action, History","Russian, Tatar",N/A,"In the 13th century, an amnesiac soldier vows to get his revenge on the Mongol army that ransacked his village.",https://m.media-amazon.com/images/M/MV5BOWFlMWE3YjAtYjFkNS00MDNlLTg0MjItYzkzOThhZWRmYTkxXkEyXkFqcGdeQXVyNjYzMTAzNTY@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",30-Nov-17,TRUE,107 min,movie,N/A,"Bob Buchholz (script adaptation), Dmitriy Paltsev, Dmitriy Raevskiy, Evgeniy Raevskiy, Sergey Yudakov",2017,tt6054874,6.2,"2,240",,,,,,,,
